,fiscal_year,Main_Organization,agency_ic_admin_name,award_amount,duration_days,organization_org_state,agency_state
308,2006,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,27990.0,364.0,PA,MD
309,2006,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,123714.0,364.0,PA,MD
310,2006,University of Pittsburgh,National Institute of Mental Health,279856.0,1095.0,PA,MD
311,2006,University of Pittsburgh,National Institute of Mental Health,613895.0,730.0,PA,MD
312,2006,University of Pittsburgh,National Heart Lung and Blood Institute,342934.0,334.0,PA,MD
313,2006,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,114909.0,364.0,PA,MD
314,2006,University of Pittsburgh,National Cancer Institute,132030.0,364.0,PA,MD
315,2006,University of Pittsburgh,National Institute on Aging,153225.0,304.0,PA,MD
316,2006,University of Pittsburgh,National Cancer Institute,100000.0,364.0,PA,MD
317,2006,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,236023.0,364.0,PA,MD
318,2006,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,156612.0,364.0,PA,MD
319,2006,University of Pittsburgh,National Heart Lung and Blood Institute,221375.0,364.0,PA,MD
320,2006,University of Pittsburgh,National Heart Lung and Blood Institute,253767.0,364.0,PA,MD
321,2006,University of Pittsburgh,National Heart Lung and Blood Institute,371250.0,345.0,PA,MD
322,2006,University of Pittsburgh,National Institute of Mental Health,223166.0,364.0,PA,MD
323,2006,University of Pittsburgh,National Institute of Mental Health,227599.0,364.0,PA,MD
324,2006,University of Pittsburgh,National Cancer Institute,369665.0,364.0,PA,MD
325,2006,University of Pittsburgh,National Heart Lung and Blood Institute,59432.0,364.0,PA,MD
326,2006,University of Pittsburgh,National Cancer Institute,630078.0,364.0,PA,MD
327,2006,University of Pittsburgh,National Institute of Environmental Health Sciences,45976.0,364.0,PA,NC
328,2006,University of Pittsburgh,National Heart Lung and Blood Institute,359681.0,364.0,PA,MD
329,2006,University of Pittsburgh,National Center for Research Resources,73848.0,364.0,PA,MD
330,2006,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,535816.0,152.0,PA,MD
331,2006,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,43593.0,364.0,PA,MD
332,2006,University of Pittsburgh,National Institute on Aging,170860.0,334.0,PA,MD
333,2006,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,202132.0,364.0,PA,MD
334,2006,University of Pittsburgh,National Institute of General Medical Sciences,290021.0,730.0,PA,MD
335,2006,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,297589.0,730.0,PA,MD
336,2006,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,50428.0,364.0,PA,MD
337,2006,University of Pittsburgh,National Institute on Aging,387938.0,364.0,PA,MD
338,2006,University of Pittsburgh,National Institute on Aging,169904.0,364.0,PA,MD
339,2006,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,319959.0,364.0,PA,MD
340,2006,University of Pittsburgh,National Center for Immunization and Respiratory Diseases,250000.0,730.0,PA,GA
341,2006,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,330266.0,730.0,PA,MD
342,2006,University of Pittsburgh,National Institute of General Medical Sciences,275519.0,364.0,PA,MD
343,2006,University of Pittsburgh,National Heart Lung and Blood Institute,520471.0,364.0,PA,MD
344,2006,University of Pittsburgh,National Institute on Drug Abuse,323798.0,274.0,PA,MD
345,2006,University of Pittsburgh,National Institute on Aging,365417.0,364.0,PA,MD
346,2006,University of Pittsburgh,National Institute of General Medical Sciences,122931.0,362.0,PA,MD
347,2006,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,246451.0,364.0,PA,MD
348,2006,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,326611.0,303.0,PA,MD
349,2006,University of Pittsburgh,National Institute of Mental Health,153409.0,364.0,PA,MD
350,2006,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,340650.0,364.0,PA,MD
351,2006,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,358091.0,364.0,PA,MD
352,2006,University of Pittsburgh,National Institute of General Medical Sciences,368925.0,364.0,PA,MD
353,2006,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,293646.0,364.0,PA,MD
354,2006,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,326274.0,364.0,PA,MD
355,2006,University of Pittsburgh,National Eye Institute,347010.0,364.0,PA,MD
356,2006,University of Pittsburgh,National Cancer Institute,231516.0,364.0,PA,MD
357,2006,University of Pittsburgh,National Center for Complementary and Integrative Health,357011.0,730.0,PA,MD
358,2006,University of Pittsburgh,National Cancer Institute,253768.0,364.0,PA,MD
359,2006,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,238541.0,364.0,PA,MD
360,2006,University of Pittsburgh,National Library of Medicine,280418.0,364.0,PA,MD
361,2006,University of Pittsburgh,National Eye Institute,284493.0,364.0,PA,MD
362,2006,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,129600.0,364.0,PA,MD
363,2006,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,333942.0,364.0,PA,MD
364,2006,University of Pittsburgh,National Library of Medicine,163136.0,730.0,PA,MD
365,2006,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,298583.0,364.0,PA,MD
366,2006,University of Pittsburgh,National Institute of Mental Health,261493.0,364.0,PA,MD
367,2006,University of Pittsburgh,National Institute of General Medical Sciences,242465.0,364.0,PA,MD
368,2006,University of Pittsburgh,National Cancer Institute,222530.0,729.0,PA,MD
369,2006,University of Pittsburgh,National Cancer Institute,229116.0,364.0,PA,MD
370,2006,University of Pittsburgh,National Heart Lung and Blood Institute,403285.0,283.0,PA,MD
371,2006,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,299128.0,1095.0,PA,MD
372,2006,University of Pittsburgh,National Institute of Mental Health,130045.0,364.0,PA,MD
373,2006,University of Pittsburgh,National Institute on Aging,18000.0,350.0,PA,MD
374,2006,University of Pittsburgh,National Cancer Institute,260633.0,333.0,PA,MD
375,2006,University of Pittsburgh,National Cancer Institute,272841.0,333.0,PA,MD
376,2006,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,1477113.0,1460.0,PA,MD
377,2006,University of Pittsburgh,National Library of Medicine,162000.0,364.0,PA,MD
378,2006,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,73135.0,319.0,PA,MD
379,2006,University of Pittsburgh,National Institute of Mental Health,495135.0,639.0,PA,MD
380,2006,University of Pittsburgh,National Cancer Institute,261018.0,364.0,PA,MD
381,2006,University of Pittsburgh,National Cancer Institute,1341490.0,364.0,PA,MD
382,2006,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,347477.0,364.0,PA,MD
383,2006,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,138909.0,364.0,PA,MD
384,2006,University of Pittsburgh,National Center for Complementary and Integrative Health,483153.0,364.0,PA,MD
385,2006,University of Pittsburgh,National Heart Lung and Blood Institute,318170.0,364.0,PA,MD
386,2006,University of Pittsburgh,National Cancer Institute,916615.0,354.0,PA,MD
387,2006,University of Pittsburgh,National Cancer Institute,494112.0,314.0,PA,MD
388,2006,University of Pittsburgh,National Center for Research Resources,100000.0,120.0,PA,MD
389,2006,University of Pittsburgh,National Cancer Institute,346841.0,313.0,PA,MD
390,2006,University of Pittsburgh,National Heart Lung and Blood Institute,290021.0,364.0,PA,MD
391,2006,University of Pittsburgh,National Institute of Nursing Research,406124.0,364.0,PA,MD
392,2006,University of Pittsburgh,National Institute on Drug Abuse,239243.0,364.0,PA,MD
393,2006,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,273240.0,364.0,PA,MD
394,2006,University of Pittsburgh,National Heart Lung and Blood Institute,274672.0,364.0,PA,MD
395,2006,University of Pittsburgh,National Heart Lung and Blood Institute,494236.0,364.0,PA,MD
396,2006,University of Pittsburgh,National Cancer Institute,200486.0,364.0,PA,MD
397,2006,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,294653.0,364.0,PA,MD
398,2006,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,284615.0,364.0,PA,MD
399,2006,University of Pittsburgh,National Institute of Mental Health,263105.0,364.0,PA,MD
400,2006,University of Pittsburgh,National Heart Lung and Blood Institute,398774.0,364.0,PA,MD
401,2006,University of Pittsburgh,National Cancer Institute,170406.0,364.0,PA,MD
402,2006,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,157114.0,319.0,PA,MD
403,2006,University of Pittsburgh,National Institute of Nursing Research,46276.0,364.0,PA,MD
404,2006,University of Pittsburgh,National Institute of General Medical Sciences,253706.0,343.0,PA,MD
405,2006,University of Pittsburgh,National Institute on Drug Abuse,181264.0,730.0,PA,MD
406,2006,University of Pittsburgh,National Institute of Mental Health,44138.0,364.0,PA,MD
407,2006,University of Pittsburgh,National Cancer Institute,214454.0,364.0,PA,MD
408,2006,University of Pittsburgh,National Cancer Institute,85793.0,364.0,PA,MD
409,2006,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,423464.0,1095.0,PA,MD
410,2006,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,352806.0,364.0,PA,MD
411,2006,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,112328.0,364.0,PA,MD
412,2006,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,344019.0,973.0,PA,MD
413,2006,University of Pittsburgh,National Center for Research Resources,221540.0,455.0,PA,MD
414,2006,University of Pittsburgh,National Heart Lung and Blood Institute,562897.0,364.0,PA,MD
415,2006,University of Pittsburgh,National Cancer Institute,1071960.0,304.0,PA,MD
416,2006,University of Pittsburgh,National Institute of Nursing Research,548671.0,364.0,PA,MD
417,2006,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,315970.0,364.0,PA,MD
418,2006,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,161345.0,364.0,PA,MD
419,2006,University of Pittsburgh,National Institute of General Medical Sciences,280088.0,730.0,PA,MD
420,2006,University of Pittsburgh,National Institute of Mental Health,48796.0,364.0,PA,MD
421,2006,University of Pittsburgh,National Institute of General Medical Sciences,261018.0,364.0,PA,MD
422,2006,University of Pittsburgh,National Institute of Mental Health,507537.0,364.0,PA,MD
423,2006,University of Pittsburgh,National Institute of General Medical Sciences,200000.0,364.0,PA,MD
424,2006,University of Pittsburgh,National Institute of Dental and Craniofacial Research,148500.0,364.0,PA,MD
425,2006,University of Pittsburgh,National Institute of Mental Health,649894.0,364.0,PA,MD
426,2006,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,89378.0,364.0,PA,MD
427,2006,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,398000.0,364.0,PA,MD
428,2006,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,234735.0,364.0,PA,MD
429,2006,University of Pittsburgh,National Institute of Mental Health,285136.0,364.0,PA,MD
430,2006,University of Pittsburgh,National Institute of Mental Health,109920.0,364.0,PA,MD
431,2006,University of Pittsburgh,National Cancer Institute,48478.0,304.0,PA,MD
432,2006,University of Pittsburgh,National Institute of Dental and Craniofacial Research,88198.0,364.0,PA,MD
433,2006,University of Pittsburgh,National Institute of General Medical Sciences,258643.0,364.0,PA,MD
434,2006,University of Pittsburgh,National Cancer Institute,88590.0,364.0,PA,MD
435,2006,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,120582.0,364.0,PA,MD
436,2006,University of Pittsburgh,National Institute on Drug Abuse,858701.0,364.0,PA,MD
437,2006,University of Pittsburgh,National Cancer Institute,265813.0,316.0,PA,MD
438,2006,University of Pittsburgh,National Institute of Mental Health,284376.0,364.0,PA,MD
439,2006,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,95733.0,364.0,PA,MD
440,2006,University of Pittsburgh,National Institute of General Medical Sciences,864530.0,364.0,PA,MD
441,2006,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,262576.0,364.0,PA,MD
442,2006,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,127710.0,364.0,PA,MD
443,2006,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,336616.0,364.0,PA,MD
444,2006,University of Pittsburgh,National Institute on Aging,108000.0,364.0,PA,MD
445,2006,University of Pittsburgh,National Institute of General Medical Sciences,415020.0,364.0,PA,MD
446,2006,University of Pittsburgh,National Institute on Aging,582764.0,730.0,PA,MD
447,2006,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,335549.0,364.0,PA,MD
448,2006,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,592495.0,364.0,PA,MD
449,2006,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,458159.0,364.0,PA,MD
450,2006,University of Pittsburgh,National Institute of General Medical Sciences,284048.0,364.0,PA,MD
451,2006,University of Pittsburgh,National Institute of Mental Health,591214.0,333.0,PA,MD
452,2006,University of Pittsburgh,National Institute on Aging,288235.0,364.0,PA,MD
453,2006,University of Pittsburgh,National Institute on Drug Abuse,95844.0,364.0,PA,MD
454,2006,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,650758.0,364.0,PA,MD
